datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 09:35:15.820479,P28,EMBODIED,2,1,high
2023-08-22 09:36:03.998711,P28,EMBODIED,2,2,high
2023-08-22 09:36:50.653419,P28,EMBODIED,2,3,high
2023-08-22 09:37:26.101726,P28,EMBODIED,2,4,high
2023-08-22 09:38:14.891226,P28,EMBODIED,2,5,high
2023-08-22 09:38:58.445034,P28,EMBODIED,2,6,high
2023-08-22 09:39:37.766083,P28,EMBODIED,2,7,high
2023-08-22 09:40:23.495539,P28,EMBODIED,2,8,high
2023-08-22 09:41:04.688677,P28,EMBODIED,2,9,high
2023-08-22 09:41:49.782228,P28,EMBODIED,2,10,high
