datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 13:20:50.672313,P31,GUI,2,1,high
2023-08-22 13:21:29.485702,P31,GUI,2,2,high
2023-08-22 13:22:09.158166,P31,GUI,2,3,high
2023-08-22 13:22:48.824293,P31,GUI,2,4,high
2023-08-22 13:23:27.857509,P31,GUI,2,5,high
2023-08-22 13:24:08.778451,P31,GUI,2,6,high
2023-08-22 13:24:43.382964,P31,GUI,2,7,high
2023-08-22 13:25:21.461295,P31,GUI,2,8,high
2023-08-22 13:26:02.703157,P31,GUI,2,9,high
2023-08-22 13:26:36.844074,P31,GUI,2,10,high
