datetime,participant,modality,session,box,uncertaintylevel
2023-08-17 14:26:06.562412,P6,EMBODIED,1,1,low
2023-08-17 14:26:57.797657,P6,EMBODIED,1,2,low
2023-08-17 14:27:44.221710,P6,EMBODIED,1,3,low
2023-08-17 14:28:31.434745,P6,EMBODIED,1,4,low
2023-08-17 14:29:11.604408,P6,EMBODIED,1,5,low
2023-08-17 14:29:50.973511,P6,EMBODIED,1,6,low
2023-08-17 14:30:37.419700,P6,EMBODIED,1,7,low
2023-08-17 14:31:16.311898,P6,EMBODIED,1,8,low
2023-08-17 14:31:52.678371,P6,EMBODIED,1,9,low
2023-08-17 14:32:29.300322,P6,EMBODIED,1,10,low
