datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 09:48:18.701932,P28,EMBODIED,3,1,low
2023-08-22 09:48:52.593053,P28,EMBODIED,3,2,low
2023-08-22 09:49:27.320315,P28,EMBODIED,3,3,low
2023-08-22 09:50:07.340011,P28,EMBODIED,3,4,low
2023-08-22 09:50:44.636571,P28,EMBODIED,3,5,low
2023-08-22 09:51:22.056833,P28,EMBODIED,3,6,low
2023-08-22 09:52:05.375634,P28,EMBODIED,3,7,low
2023-08-22 09:52:40.153593,P28,EMBODIED,3,8,low
2023-08-22 09:53:16.345078,P28,EMBODIED,3,9,low
2023-08-22 09:53:54.232993,P28,EMBODIED,3,10,low
