datetime,participant,modality,session,box,uncertaintylevel
2023-08-21 15:43:08.861078,P26,EMBODIED,1,1,no
2023-08-21 15:44:14.472266,P26,EMBODIED,1,2,no
2023-08-21 15:44:52.263570,P26,EMBODIED,1,3,no
2023-08-21 15:45:32.164331,P26,EMBODIED,1,4,no
2023-08-21 15:46:21.215486,P26,EMBODIED,1,5,no
2023-08-21 15:47:00.172320,P26,EMBODIED,1,6,no
2023-08-21 15:47:34.680440,P26,EMBODIED,1,7,no
2023-08-21 15:48:11.165294,P26,EMBODIED,1,8,no
2023-08-21 15:48:57.257864,P26,EMBODIED,1,9,no
2023-08-21 15:49:34.388160,P26,EMBODIED,1,10,no
