datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 11:52:15.948420,P11,GUI,1,1,high
2023-08-18 11:53:25.178466,P11,GUI,1,2,high
2023-08-18 11:54:16.935999,P11,GUI,1,3,high
2023-08-18 11:55:06.072081,P11,GUI,1,4,high
2023-08-18 11:55:49.992345,P11,GUI,1,5,high
2023-08-18 11:56:35.406066,P11,GUI,1,6,high
2023-08-18 11:57:23.466619,P11,GUI,1,7,high
2023-08-18 11:58:05.833032,P11,GUI,1,8,high
2023-08-18 11:58:54.477924,P11,GUI,1,9,high
2023-08-18 11:59:41.509463,P11,GUI,1,10,high
