datetime,participant,modality,session,box,uncertaintylevel
2023-08-19 15:36:35.048377,P21,GUI,1,1,high
2023-08-19 15:37:17.304377,P21,GUI,1,2,high
2023-08-19 15:37:54.467352,P21,GUI,1,3,high
2023-08-19 15:38:29.453927,P21,GUI,1,4,high
2023-08-19 15:39:05.741167,P21,GUI,1,5,high
2023-08-19 15:39:41.522634,P21,GUI,1,6,high
2023-08-19 15:40:17.433662,P21,GUI,1,7,high
2023-08-19 15:40:54.029930,P21,GUI,1,8,high
2023-08-19 15:41:28.322692,P21,GUI,1,9,high
2023-08-19 15:42:04.292595,P21,GUI,1,10,high
