datetime,participant,modality,session,box,uncertaintylevel
2023-08-21 16:07:21.362071,P26,EMBODIED,3,1,high
2023-08-21 16:08:04.694871,P26,EMBODIED,3,2,high
2023-08-21 16:08:48.933561,P26,EMBODIED,3,3,high
2023-08-21 16:09:21.849570,P26,EMBODIED,3,4,high
2023-08-21 16:10:02.355148,P26,EMBODIED,3,5,high
2023-08-21 16:10:44.388711,P26,EMBODIED,3,6,high
2023-08-21 16:11:18.841448,P26,EMBODIED,3,7,high
2023-08-21 16:12:00.781641,P26,EMBODIED,3,8,high
2023-08-21 16:12:44.366891,P26,EMBODIED,3,9,high
2023-08-21 16:13:28.632768,P26,EMBODIED,3,10,high
