datetime,participant,modality,session,box,uncertaintylevel
2023-08-17 16:03:09.263403,P7,GUI,2,1,high
2023-08-17 16:03:45.299525,P7,GUI,2,2,high
2023-08-17 16:04:21.936201,P7,GUI,2,3,high
2023-08-17 16:04:58.058444,P7,GUI,2,4,high
2023-08-17 16:05:35.061662,P7,GUI,2,5,high
2023-08-17 16:06:12.808588,P7,GUI,2,6,high
2023-08-17 16:06:49.182372,P7,GUI,2,7,high
2023-08-17 16:07:23.717580,P7,GUI,2,8,high
2023-08-17 16:07:58.693766,P7,GUI,2,9,high
2023-08-17 16:08:35.164920,P7,GUI,2,10,high
