datetime,participant,modality,session,box,uncertaintylevel
2023-08-21 14:27:26.316016,P25,GUI,2,1,low
2023-08-21 14:28:03.030969,P25,GUI,2,2,low
2023-08-21 14:28:42.692130,P25,GUI,2,3,low
2023-08-21 14:29:23.765266,P25,GUI,2,4,low
2023-08-21 14:30:01.047330,P25,GUI,2,5,low
2023-08-21 14:30:38.761351,P25,GUI,2,6,low
2023-08-21 14:31:19.378105,P25,GUI,2,7,low
2023-08-21 14:31:57.376112,P25,GUI,2,8,low
2023-08-21 14:32:35.691300,P25,GUI,2,9,low
2023-08-21 14:33:14.160313,P25,GUI,2,10,low
