datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 11:37:25.652716,P30,EMBODIED,1,1,low
2023-08-22 11:38:04.950862,P30,EMBODIED,1,2,low
2023-08-22 11:38:43.061923,P30,EMBODIED,1,3,low
2023-08-22 11:39:25.892557,P30,EMBODIED,1,4,low
2023-08-22 11:40:01.582707,P30,EMBODIED,1,5,low
2023-08-22 11:40:36.570003,P30,EMBODIED,1,6,low
2023-08-22 11:41:17.376764,P30,EMBODIED,1,7,low
2023-08-22 11:41:51.398926,P30,EMBODIED,1,8,low
2023-08-22 11:42:24.388937,P30,EMBODIED,1,9,low
2023-08-22 11:42:54.783653,P30,EMBODIED,1,10,low
