datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 18:33:22.987565,P16,EMBODIED,3,1,low
2023-08-18 18:33:55.861416,P16,EMBODIED,3,2,low
2023-08-18 18:34:31.007448,P16,EMBODIED,3,3,low
2023-08-18 18:35:13.500974,P16,EMBODIED,3,4,low
2023-08-18 18:35:49.039143,P16,EMBODIED,3,5,low
2023-08-18 18:36:24.667593,P16,EMBODIED,3,6,low
2023-08-18 18:37:06.179869,P16,EMBODIED,3,7,low
2023-08-18 18:37:44.153426,P16,EMBODIED,3,8,low
2023-08-18 18:38:23.063701,P16,EMBODIED,3,9,low
2023-08-18 18:38:56.138742,P16,EMBODIED,3,10,low
