datetime,participant,modality,session,box,uncertaintylevel
2023-08-23 13:33:10.915552,P6,EMBODIED,2,1,no
2023-08-23 13:33:47.359541,P6,EMBODIED,2,2,no
2023-08-23 13:34:26.918149,P6,EMBODIED,2,3,no
2023-08-23 13:34:59.866116,P6,EMBODIED,2,4,no
2023-08-23 13:35:33.875122,P6,EMBODIED,2,5,no
2023-08-23 13:36:06.590359,P6,EMBODIED,2,6,no
2023-08-23 13:36:42.391622,P6,EMBODIED,2,7,no
2023-08-23 13:37:15.943995,P6,EMBODIED,2,8,no
2023-08-23 13:37:48.032871,P6,EMBODIED,2,9,no
2023-08-23 13:38:25.206963,P6,EMBODIED,2,10,no
