datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 09:02:58.460714,P9,GUI,1,1,high
2023-08-18 09:03:43.586429,P9,GUI,1,2,high
2023-08-18 09:04:29.857460,P9,GUI,1,3,high
2023-08-18 09:05:13.809255,P9,GUI,1,4,high
2023-08-18 09:05:52.533733,P9,GUI,1,5,high
2023-08-18 09:06:30.979127,P9,GUI,1,6,high
2023-08-18 09:07:15.212513,P9,GUI,1,7,high
2023-08-18 09:07:54.576687,P9,GUI,1,8,high
2023-08-18 09:08:36.063347,P9,GUI,1,9,high
2023-08-18 09:09:14.582698,P9,GUI,1,10,high
