datetime,participant,modality,session,box,uncertaintylevel
2023-08-16 16:49:18.412678,P2,EMBODIED,1,1,no
2023-08-16 16:50:00.158327,P2,EMBODIED,1,2,no
2023-08-16 16:50:37.078175,P2,EMBODIED,1,3,no
2023-08-16 16:51:11.720523,P2,EMBODIED,1,4,no
2023-08-16 16:51:47.210626,P2,EMBODIED,1,5,no
2023-08-16 16:52:24.897646,P2,EMBODIED,1,6,no
2023-08-16 16:53:01.472552,P2,EMBODIED,1,7,no
2023-08-16 16:53:45.944542,P2,EMBODIED,1,8,no
2023-08-16 16:54:23.137483,P2,EMBODIED,1,9,no
2023-08-16 16:54:58.515288,P2,EMBODIED,1,10,no
