datetime,participant,modality,session,box,uncertaintylevel
2023-08-17 12:03:17.486790,P4,EMBODIED,3,1,low
2023-08-17 12:03:51.746428,P4,EMBODIED,3,2,low
2023-08-17 12:04:26.772399,P4,EMBODIED,3,3,low
2023-08-17 12:05:11.843383,P4,EMBODIED,3,4,low
2023-08-17 12:05:49.723059,P4,EMBODIED,3,5,low
2023-08-17 12:06:28.279522,P4,EMBODIED,3,6,low
2023-08-17 12:07:12.509590,P4,EMBODIED,3,7,low
2023-08-17 12:07:46.236430,P4,EMBODIED,3,8,low
2023-08-17 12:08:23.722137,P4,EMBODIED,3,9,low
2023-08-17 12:09:00.254830,P4,EMBODIED,3,10,low
