datetime,participant,modality,session,box,uncertaintylevel
2023-08-19 17:27:53.449744,P22,EMBODIED,1,1,high
2023-08-19 17:28:52.948689,P22,EMBODIED,1,2,high
2023-08-19 17:29:40.161704,P22,EMBODIED,1,3,high
2023-08-19 17:30:19.221785,P22,EMBODIED,1,4,high
2023-08-19 17:31:02.225282,P22,EMBODIED,1,5,high
2023-08-19 17:31:47.608936,P22,EMBODIED,1,6,high
2023-08-19 17:32:22.173365,P22,EMBODIED,1,7,high
2023-08-19 17:33:05.283535,P22,EMBODIED,1,8,high
2023-08-19 17:33:48.139595,P22,EMBODIED,1,9,high
2023-08-19 17:34:32.821648,P22,EMBODIED,1,10,high
