datetime,participant,modality,session,box,uncertaintylevel
2023-08-19 14:56:36.077645,P20,EMBODIED,3,1,no
2023-08-19 14:57:16.123923,P20,EMBODIED,3,2,no
2023-08-19 14:57:53.287192,P20,EMBODIED,3,3,no
2023-08-19 14:58:33.244307,P20,EMBODIED,3,4,no
2023-08-19 14:59:08.895644,P20,EMBODIED,3,5,no
2023-08-19 14:59:49.089719,P20,EMBODIED,3,6,no
2023-08-19 15:00:36.418935,P20,EMBODIED,3,7,no
2023-08-19 15:01:11.035853,P20,EMBODIED,3,8,no
2023-08-19 15:01:44.732711,P20,EMBODIED,3,9,no
2023-08-19 15:02:18.219576,P20,EMBODIED,3,10,no
