datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 18:53:43.258064,P33,GUI,3,1,low
2023-08-22 18:54:24.552601,P33,GUI,3,2,low
2023-08-22 18:55:05.225527,P33,GUI,3,3,low
2023-08-22 18:55:46.719677,P33,GUI,3,4,low
2023-08-22 18:56:25.395975,P33,GUI,3,5,low
2023-08-22 18:57:05.433014,P33,GUI,3,6,low
2023-08-22 18:57:43.903780,P33,GUI,3,7,low
2023-08-22 18:58:24.548462,P33,GUI,3,8,low
2023-08-22 18:59:03.610277,P33,GUI,3,9,low
2023-08-22 18:59:42.125349,P33,GUI,3,10,low
