datetime,participant,modality,session,box,uncertaintylevel
2023-08-17 16:53:55.746015,P8,EMBODIED,1,1,low
2023-08-17 16:54:39.279771,P8,EMBODIED,1,2,low
2023-08-17 16:55:19.690238,P8,EMBODIED,1,3,low
2023-08-17 16:56:06.844331,P8,EMBODIED,1,4,low
2023-08-17 16:56:47.541058,P8,EMBODIED,1,5,low
2023-08-17 16:57:26.433580,P8,EMBODIED,1,6,low
2023-08-17 16:58:13.080211,P8,EMBODIED,1,7,low
2023-08-17 16:58:52.021269,P8,EMBODIED,1,8,low
2023-08-17 16:59:30.853354,P8,EMBODIED,1,9,low
2023-08-17 17:00:08.234811,P8,EMBODIED,1,10,low
