datetime,participant,modality,session,box,uncertaintylevel
2023-08-19 14:41:41.204780,P20,EMBODIED,2,1,high
2023-08-19 14:43:02.993217,P20,EMBODIED,2,2,high
2023-08-19 14:44:02.346568,P20,EMBODIED,2,3,high
2023-08-19 14:44:51.778806,P20,EMBODIED,2,4,high
2023-08-19 14:45:42.910850,P20,EMBODIED,2,5,high
2023-08-19 14:46:34.392425,P20,EMBODIED,2,6,high
2023-08-19 14:47:15.681623,P20,EMBODIED,2,7,high
2023-08-19 14:48:03.152260,P20,EMBODIED,2,8,high
2023-08-19 14:49:07.456985,P20,EMBODIED,2,9,high
2023-08-19 14:50:03.521235,P20,EMBODIED,2,10,high
