datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 17:19:34.294252,P15,GUI,3,1,low
2023-08-18 17:20:14.682374,P15,GUI,3,2,low
2023-08-18 17:20:55.798952,P15,GUI,3,3,low
2023-08-18 17:21:43.304443,P15,GUI,3,4,low
2023-08-18 17:22:30.233576,P15,GUI,3,5,low
2023-08-18 17:23:11.600138,P15,GUI,3,6,low
2023-08-18 17:23:46.297130,P15,GUI,3,7,low
2023-08-18 17:24:21.872509,P15,GUI,3,8,low
2023-08-18 17:24:59.150434,P15,GUI,3,9,low
2023-08-18 17:25:35.660192,P15,GUI,3,10,low
