datetime,participant,modality,session,box,uncertaintylevel
2023-08-21 14:40:25.838969,P25,GUI,3,1,high
2023-08-21 14:41:00.228444,P25,GUI,3,2,high
2023-08-21 14:41:39.929257,P25,GUI,3,3,high
2023-08-21 14:42:16.406010,P25,GUI,3,4,high
2023-08-21 14:42:53.608465,P25,GUI,3,5,high
2023-08-21 14:43:34.150518,P25,GUI,3,6,high
2023-08-21 14:44:13.184353,P25,GUI,3,7,high
2023-08-21 14:44:51.524316,P25,GUI,3,8,high
2023-08-21 14:45:29.031764,P25,GUI,3,9,high
2023-08-21 14:46:06.642848,P25,GUI,3,10,high
