datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 09:22:52.289120,P28,EMBODIED,1,1,no
2023-08-22 09:23:36.834118,P28,EMBODIED,1,2,no
2023-08-22 09:24:19.161907,P28,EMBODIED,1,3,no
2023-08-22 09:24:59.393298,P28,EMBODIED,1,4,no
2023-08-22 09:25:36.830587,P28,EMBODIED,1,5,no
2023-08-22 09:26:12.380930,P28,EMBODIED,1,6,no
2023-08-22 09:26:49.738014,P28,EMBODIED,1,7,no
2023-08-22 09:27:22.454640,P28,EMBODIED,1,8,no
2023-08-22 09:27:58.563313,P28,EMBODIED,1,9,no
2023-08-22 09:28:31.030906,P28,EMBODIED,1,10,no
