datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 13:20:05.367672,P12,EMBODIED,2,1,low
2023-08-18 13:20:41.870844,P12,EMBODIED,2,2,low
2023-08-18 13:21:20.002223,P12,EMBODIED,2,3,low
2023-08-18 13:22:03.215980,P12,EMBODIED,2,4,low
2023-08-18 13:22:48.371334,P12,EMBODIED,2,5,low
2023-08-18 13:23:25.168647,P12,EMBODIED,2,6,low
2023-08-18 13:24:08.957133,P12,EMBODIED,2,7,low
2023-08-18 13:24:46.002044,P12,EMBODIED,2,8,low
2023-08-18 13:25:24.031327,P12,EMBODIED,2,9,low
2023-08-18 13:26:01.001968,P12,EMBODIED,2,10,low
