datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 16:07:39.791345,P14,EMBODIED,3,1,high
2023-08-18 16:08:36.495765,P14,EMBODIED,3,2,high
2023-08-18 16:09:28.921762,P14,EMBODIED,3,3,high
2023-08-18 16:10:15.894694,P14,EMBODIED,3,4,high
2023-08-18 16:11:04.495990,P14,EMBODIED,3,5,high
2023-08-18 16:11:53.755978,P14,EMBODIED,3,6,high
2023-08-18 16:12:36.191832,P14,EMBODIED,3,7,high
2023-08-18 16:13:29.291464,P14,EMBODIED,3,8,high
2023-08-18 16:14:19.199568,P14,EMBODIED,3,9,high
2023-08-18 16:15:10.393958,P14,EMBODIED,3,10,high
