datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 17:07:43.345996,P32,EMBODIED,2,1,high
2023-08-22 17:08:26.794121,P32,EMBODIED,2,2,high
2023-08-22 17:09:09.856406,P32,EMBODIED,2,3,high
2023-08-22 17:09:45.456780,P32,EMBODIED,2,4,high
2023-08-22 17:10:27.133670,P32,EMBODIED,2,5,high
2023-08-22 17:11:15.792298,P32,EMBODIED,2,6,high
2023-08-22 17:11:51.370760,P32,EMBODIED,2,7,high
2023-08-22 17:12:38.644303,P32,EMBODIED,2,8,high
2023-08-22 17:13:22.314985,P32,EMBODIED,2,9,high
2023-08-22 17:14:08.804484,P32,EMBODIED,2,10,high
