datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 18:05:41.051612,P16,EMBODIED,1,1,no
2023-08-18 18:06:15.257043,P16,EMBODIED,1,2,no
2023-08-18 18:06:51.946431,P16,EMBODIED,1,3,no
2023-08-18 18:07:25.793593,P16,EMBODIED,1,4,no
2023-08-18 18:08:03.125414,P16,EMBODIED,1,5,no
2023-08-18 18:08:37.445920,P16,EMBODIED,1,6,no
2023-08-18 18:09:10.693797,P16,EMBODIED,1,7,no
2023-08-18 18:09:50.586041,P16,EMBODIED,1,8,no
2023-08-18 18:10:25.516179,P16,EMBODIED,1,9,no
2023-08-18 18:10:59.929927,P16,EMBODIED,1,10,no
