datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 13:32:50.299246,P12,EMBODIED,3,1,no
2023-08-18 13:33:28.577166,P12,EMBODIED,3,2,no
2023-08-18 13:34:05.464615,P12,EMBODIED,3,3,no
2023-08-18 13:34:38.406666,P12,EMBODIED,3,4,no
2023-08-18 13:35:11.257243,P12,EMBODIED,3,5,no
2023-08-18 13:35:45.036830,P12,EMBODIED,3,6,no
2023-08-18 13:36:16.675401,P12,EMBODIED,3,7,no
2023-08-18 13:36:52.525970,P12,EMBODIED,3,8,no
2023-08-18 13:37:26.955364,P12,EMBODIED,3,9,no
2023-08-18 13:38:02.169173,P12,EMBODIED,3,10,no
