datetime,participant,modality,session,box,uncertaintylevel
2023-08-18 18:18:04.098312,P16,EMBODIED,2,1,high
2023-08-18 18:18:45.992414,P16,EMBODIED,2,2,high
2023-08-18 18:19:28.159948,P16,EMBODIED,2,3,high
2023-08-18 18:20:04.004736,P16,EMBODIED,2,4,high
2023-08-18 18:20:46.784712,P16,EMBODIED,2,5,high
2023-08-18 18:21:33.170882,P16,EMBODIED,2,6,high
2023-08-18 18:22:14.059838,P16,EMBODIED,2,7,high
2023-08-18 18:22:58.738104,P16,EMBODIED,2,8,high
2023-08-18 18:23:47.156208,P16,EMBODIED,2,9,high
2023-08-18 18:24:32.902535,P16,EMBODIED,2,10,high
