datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 13:08:10.967256,P31,GUI,1,1,low
2023-08-22 13:09:01.453038,P31,GUI,1,2,low
2023-08-22 13:09:42.240665,P31,GUI,1,3,low
2023-08-22 13:10:23.331584,P31,GUI,1,4,low
2023-08-22 13:11:02.796435,P31,GUI,1,5,low
2023-08-22 13:11:42.400004,P31,GUI,1,6,low
2023-08-22 13:12:20.224164,P31,GUI,1,7,low
2023-08-22 13:12:57.178808,P31,GUI,1,8,low
2023-08-22 13:13:33.909108,P31,GUI,1,9,low
2023-08-22 13:14:14.028767,P31,GUI,1,10,low
