datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 17:19:26.697927,P32,EMBODIED,3,1,no
2023-08-22 17:19:59.027221,P32,EMBODIED,3,2,no
2023-08-22 17:20:34.881676,P32,EMBODIED,3,3,no
2023-08-22 17:21:12.732530,P32,EMBODIED,3,4,no
2023-08-22 17:21:45.356195,P32,EMBODIED,3,5,no
2023-08-22 17:22:16.684639,P32,EMBODIED,3,6,no
2023-08-22 17:22:48.249954,P32,EMBODIED,3,7,no
2023-08-22 17:23:25.802030,P32,EMBODIED,3,8,no
2023-08-22 17:23:58.910754,P32,EMBODIED,3,9,no
2023-08-22 17:24:32.503491,P32,EMBODIED,3,10,no
