datetime,participant,modality,session,box,uncertaintylevel
2023-08-23 11:51:43.396723,P36,EMBODIED,2,1,low
2023-08-23 11:52:20.253127,P36,EMBODIED,2,2,low
2023-08-23 11:52:58.964865,P36,EMBODIED,2,3,low
2023-08-23 11:53:46.724680,P36,EMBODIED,2,4,low
2023-08-23 11:54:25.938532,P36,EMBODIED,2,5,low
2023-08-23 11:55:03.467837,P36,EMBODIED,2,6,low
2023-08-23 11:55:51.978691,P36,EMBODIED,2,7,low
2023-08-23 11:56:31.642224,P36,EMBODIED,2,8,low
2023-08-23 11:57:09.759126,P36,EMBODIED,2,9,low
2023-08-23 11:57:45.414501,P36,EMBODIED,2,10,low
