datetime,participant,modality,session,box,uncertaintylevel
2023-08-17 11:49:14.302781,P4,EMBODIED,2,1,high
2023-08-17 11:49:59.318858,P4,EMBODIED,2,2,high
2023-08-17 11:50:47.877268,P4,EMBODIED,2,3,high
2023-08-17 11:51:24.394419,P4,EMBODIED,2,4,high
2023-08-17 11:52:09.993543,P4,EMBODIED,2,5,high
2023-08-17 11:52:55.433837,P4,EMBODIED,2,6,high
2023-08-17 11:53:30.494852,P4,EMBODIED,2,7,high
2023-08-17 11:54:15.103027,P4,EMBODIED,2,8,high
2023-08-17 11:55:01.916603,P4,EMBODIED,2,9,high
2023-08-17 11:55:45.894676,P4,EMBODIED,2,10,high
