datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 18:26:06.682727,P33,GUI,1,1,high
2023-08-22 18:27:14.158873,P33,GUI,1,2,high
2023-08-22 18:27:56.060250,P33,GUI,1,3,high
2023-08-22 18:28:40.070644,P33,GUI,1,4,high
2023-08-22 18:29:24.833016,P33,GUI,1,5,high
2023-08-22 18:30:06.601849,P33,GUI,1,6,high
2023-08-22 18:30:48.814653,P33,GUI,1,7,high
2023-08-22 18:31:31.739217,P33,GUI,1,8,high
2023-08-22 18:32:14.862075,P33,GUI,1,9,high
2023-08-22 18:32:57.236895,P33,GUI,1,10,high
