datetime,participant,modality,session,box,uncertaintylevel
2023-08-23 13:20:50.151732,P6,EMBODIED,1,1,low
2023-08-23 13:21:35.824468,P6,EMBODIED,1,2,low
2023-08-23 13:22:10.390494,P6,EMBODIED,1,3,low
2023-08-23 13:22:51.327683,P6,EMBODIED,1,4,low
2023-08-23 13:23:31.260179,P6,EMBODIED,1,5,low
2023-08-23 13:24:02.215897,P6,EMBODIED,1,6,low
2023-08-23 13:24:42.610632,P6,EMBODIED,1,7,low
2023-08-23 13:25:15.454495,P6,EMBODIED,1,8,low
2023-08-23 13:25:49.047037,P6,EMBODIED,1,9,low
2023-08-23 13:26:28.304689,P6,EMBODIED,1,10,low
