datetime,participant,modality,session,box,uncertaintylevel
2023-08-23 10:43:41.151777,P35,GUI,2,1,low
2023-08-23 10:44:21.391141,P35,GUI,2,2,low
2023-08-23 10:45:06.121393,P35,GUI,2,3,low
2023-08-23 10:45:48.040419,P35,GUI,2,4,low
2023-08-23 10:46:26.051632,P35,GUI,2,5,low
2023-08-23 10:47:03.324042,P35,GUI,2,6,low
2023-08-23 10:47:40.698108,P35,GUI,2,7,low
2023-08-23 10:48:18.949243,P35,GUI,2,8,low
2023-08-23 10:49:02.193414,P35,GUI,2,9,low
2023-08-23 10:49:40.441768,P35,GUI,2,10,low
