datetime,participant,modality,session,box,uncertaintylevel
2023-08-23 13:43:50.967100,P6,EMBODIED,3,1,high
2023-08-23 13:44:34.806039,P6,EMBODIED,3,2,high
2023-08-23 13:45:24.121794,P6,EMBODIED,3,3,high
2023-08-23 13:45:58.793134,P6,EMBODIED,3,4,high
2023-08-23 13:46:39.573788,P6,EMBODIED,3,5,high
2023-08-23 13:47:22.156570,P6,EMBODIED,3,6,high
2023-08-23 13:47:55.188865,P6,EMBODIED,3,7,high
2023-08-23 13:48:35.865884,P6,EMBODIED,3,8,high
2023-08-23 13:49:20.748081,P6,EMBODIED,3,9,high
2023-08-23 13:50:03.288118,P6,EMBODIED,3,10,high
