datetime,participant,modality,session,box,uncertaintylevel
2023-08-22 11:58:41.668982,P30,EMBODIED,3,1,high
2023-08-22 11:59:26.418699,P30,EMBODIED,3,2,high
2023-08-22 12:00:06.351625,P30,EMBODIED,3,3,high
2023-08-22 12:00:38.611861,P30,EMBODIED,3,4,high
2023-08-22 12:01:18.334948,P30,EMBODIED,3,5,high
2023-08-22 12:02:01.112601,P30,EMBODIED,3,6,high
2023-08-22 12:02:33.886377,P30,EMBODIED,3,7,high
2023-08-22 12:03:14.488399,P30,EMBODIED,3,8,high
2023-08-22 12:03:54.067726,P30,EMBODIED,3,9,high
2023-08-22 12:04:36.253655,P30,EMBODIED,3,10,high
